CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment,ML_Cluster
C009231,174,9,22576.88,1,4,4,144,9,Potential Loyalists,3
C009232,268,10,46205.62,1,4,5,145,10,Loyal Customers,3
C009233,118,4,7235.059999999999,2,1,1,211,4,Lost Customers,2
C009234,10,7,13231.18,5,2,3,523,10,Loyal Customers,4
C009235,14,7,30473.76,5,2,5,525,12,Loyal Customers,0
C009236,15,12,23902.49,5,5,4,554,14,Champions,0
C009237,18,12,16520.54,5,5,3,553,13,Champions,0
C009238,144,12,13216.35,1,5,3,153,9,Potential Loyalists,3
C009239,199,7,5910.82,1,2,1,121,4,Lost Customers,2
C009240,83,14,33118.3,2,5,5,255,12,Loyal Customers,3
C009241,60,8,12480.59,3,3,2,332,8,Potential Loyalists,1
C009242,31,11,45115.09,4,5,5,455,14,Champions,3
C009243,113,6,5773.88,2,2,1,221,5,At Risk,2
C009244,9,12,29691.68,5,5,5,555,15,Champions,0
C009245,41,9,18164.93,4,4,4,444,12,Loyal Customers,3
C009246,1,10,22014.97,5,4,4,544,13,Champions,0
C009247,248,7,11812.02,1,2,2,122,5,At Risk,1
C009248,16,13,13894.57,5,5,3,553,13,Champions,0
C009249,1,12,10634.75,5,5,2,552,12,Loyal Customers,0
C009250,2,8,7383.8,5,3,1,531,9,Potential Loyalists,4
C009251,31,7,18137.23,4,2,4,424,10,Loyal Customers,4
C009252,30,9,18541.05,4,4,4,444,12,Loyal Customers,3
C009253,25,7,13014.35,4,2,3,423,9,Potential Loyalists,4
C009254,2,7,6481.59,5,2,1,521,8,Potential Loyalists,4
C009255,36,10,31187.24,4,4,5,445,13,Champions,3
C009256,74,7,19250.39,3,2,4,324,9,Potential Loyalists,1
C009257,83,8,14537.05,2,3,3,233,8,Potential Loyalists,1
C009258,33,10,39339.810000000005,4,4,5,445,13,Champions,3
C009259,357,5,5353.81,1,1,1,111,3,Lost Customers,2
C009260,18,7,10312.76,5,2,2,522,9,Potential Loyalists,4
C009261,210,11,16855.48,1,5,3,153,9,Potential Loyalists,3
C009262,16,8,8338.36,5,3,1,531,9,Potential Loyalists,4
C009263,109,8,10534.39,2,3,2,232,7,Potential Loyalists,1
C009264,92,10,32282.95,2,4,5,245,11,Loyal Customers,3
C009265,19,10,19231.32,5,4,4,544,13,Champions,0
C009266,18,7,16768.6,5,2,3,523,10,Loyal Customers,4
C009267,32,6,34077.23,4,2,5,425,11,Loyal Customers,3
C009268,97,7,16416.88,2,2,3,223,7,Potential Loyalists,1
C009269,30,3,3658.06,4,1,1,411,6,Recent Customers,2
C009270,47,10,12989.5,3,4,3,343,10,Loyal Customers,3
C009271,7,9,17142.920000000002,5,4,3,543,12,Loyal Customers,0
C009272,25,5,12341.91,4,1,2,412,7,Potential Loyalists,4
C009273,109,9,23706.86,2,4,4,244,10,Loyal Customers,3
C009274,44,7,28185.92,4,2,5,425,11,Loyal Customers,3
C009275,17,7,8661.0,5,2,1,521,8,Potential Loyalists,4
C009276,340,6,5227.81,1,2,1,121,4,Lost Customers,2
C009277,54,8,10755.77,3,3,2,332,8,Potential Loyalists,4
C009278,88,11,13615.48,2,5,3,253,10,Loyal Customers,3
C009279,13,7,6087.379999999999,5,2,1,521,8,Potential Loyalists,4
C009280,21,8,13465.37,5,3,3,533,11,Loyal Customers,4
C009281,99,9,21306.88,2,4,4,244,10,Loyal Customers,3
C009282,188,3,1993.49,1,1,1,111,3,Lost Customers,2
C009283,48,7,6759.54,3,2,1,321,6,Recent Customers,4
C009284,98,13,33060.4,2,5,5,255,12,Loyal Customers,3
C009285,4,5,10257.26,5,1,2,512,8,Potential Loyalists,4
C009286,48,7,12504.78,3,2,2,322,7,Potential Loyalists,4
C009287,41,5,9018.31,4,1,2,412,7,Potential Loyalists,4
C009288,52,9,13427.71,3,4,3,343,10,Loyal Customers,1
C009289,94,11,22469.13,2,5,4,254,11,Loyal Customers,3
C009290,45,9,23427.48,4,4,4,444,12,Loyal Customers,3
C009291,17,22,32211.43,5,5,5,555,15,Champions,3
C009292,2,6,14121.73,5,2,3,523,10,Loyal Customers,0
C009293,113,11,11318.41,2,5,2,252,9,Potential Loyalists,1
C009294,211,11,10648.89,1,5,2,152,8,Potential Loyalists,1
C009295,84,6,8775.33,2,2,1,221,5,At Risk,1
C009296,25,10,34547.68,4,4,5,445,13,Champions,3
C009297,163,9,18756.32,1,4,4,144,9,Potential Loyalists,1
C009298,165,5,15926.28,1,1,3,113,5,At Risk,1
C009299,61,7,17584.53,3,2,4,324,9,Potential Loyalists,1
C009300,27,10,24098.92,4,4,4,444,12,Loyal Customers,3
C009301,33,8,12080.29,4,3,2,432,9,Potential Loyalists,4
C009302,43,7,17080.43,4,2,3,423,9,Potential Loyalists,4
C009303,93,9,20463.55,2,4,4,244,10,Loyal Customers,3
C009304,23,6,4955.32,4,2,1,421,7,Potential Loyalists,4
C009305,194,6,4710.06,1,2,1,121,4,Lost Customers,2
C009306,78,10,36520.93,3,4,5,345,12,Loyal Customers,3
C009307,18,5,15617.07,5,1,3,513,9,Potential Loyalists,4
C009308,214,3,1988.35,1,1,1,111,3,Lost Customers,2
C009309,21,11,62179.58,5,5,5,555,15,Champions,3
C009310,52,12,35965.61,3,5,5,355,13,Champions,3
C009311,38,7,12696.57,4,2,2,422,8,Potential Loyalists,4
C009312,9,3,4067.91,5,1,1,511,7,Potential Loyalists,2
C009313,21,9,27029.65,5,4,5,545,14,Champions,0
C009314,2,9,23529.32,5,4,4,544,13,Champions,0
C009315,58,5,13601.01,3,1,3,313,7,Potential Loyalists,1
C009316,31,4,6340.49,4,1,1,411,6,Recent Customers,2
C009317,7,9,8250.88,5,4,1,541,10,Loyal Customers,4
C009318,236,5,8020.639999999999,1,1,1,111,3,Lost Customers,2
C009319,36,1,1849.21,4,1,1,411,6,Recent Customers,2
C009320,193,5,25316.39,1,1,5,115,7,Potential Loyalists,1
C009321,92,4,13047.67,2,1,3,213,6,At Risk,2
C009322,84,4,13083.66,2,1,3,213,6,At Risk,2
C009323,119,2,6312.110000000001,2,1,1,211,4,Lost Customers,2
C009324,72,8,19864.61,3,3,4,334,10,Loyal Customers,1
C009325,20,8,17231.71,5,3,3,533,11,Loyal Customers,4
C009326,52,11,11619.02,3,5,2,352,10,Loyal Customers,3
C009327,66,10,17711.57,3,4,4,344,11,Loyal Customers,3
C009328,118,5,12994.55,2,1,3,213,6,At Risk,1
C009329,45,9,18999.94,4,4,4,444,12,Loyal Customers,3
C009330,111,14,47180.79,2,5,5,255,12,Loyal Customers,3
C009331,138,4,10823.01,2,1,2,212,5,At Risk,2
C009332,66,8,22608.8,3,3,4,334,10,Loyal Customers,3
C009333,163,10,36065.95,1,4,5,145,10,Loyal Customers,3
C009334,20,8,13397.4,5,3,3,533,11,Loyal Customers,4
C009335,146,14,20759.18,1,5,4,154,10,Loyal Customers,3
C009336,299,4,8724.86,1,1,1,111,3,Lost Customers,2
C009337,127,5,10641.44,2,1,2,212,5,At Risk,1
C009338,6,4,11874.8,5,1,2,512,8,Potential Loyalists,4
C009339,7,10,15647.28,5,4,3,543,12,Loyal Customers,0
C009340,12,8,15811.11,5,3,3,533,11,Loyal Customers,0
C009341,46,6,14023.7,3,2,3,323,8,Potential Loyalists,4
C009342,107,9,13851.91,2,4,3,243,9,Potential Loyalists,1
C009343,126,6,17558.74,2,2,4,224,8,Potential Loyalists,1
C009344,100,7,12650.01,2,2,2,222,6,At Risk,1
C009345,9,12,21941.85,5,5,4,554,14,Champions,0
C009346,150,7,17991.29,1,2,4,124,7,Potential Loyalists,1
C009347,7,10,18207.26,5,4,4,544,13,Champions,0
C009348,57,6,6860.94,3,2,1,321,6,Recent Customers,4
C009349,21,12,38451.38,5,5,5,555,15,Champions,3
C009350,289,8,21025.75,1,3,4,134,8,Potential Loyalists,1
C009351,37,14,53775.34,4,5,5,455,14,Champions,3
C009352,73,10,31880.7,3,4,5,345,12,Loyal Customers,3
C009353,61,11,10016.12,3,5,2,352,10,Loyal Customers,1
C009354,84,10,21888.46,2,4,4,244,10,Loyal Customers,3
C009355,195,8,8552.57,1,3,1,131,5,At Risk,1
C009356,61,9,9858.97,3,4,2,342,9,Potential Loyalists,1
C009357,7,7,19182.64,5,2,4,524,11,Loyal Customers,0
C009358,89,7,22178.88,2,2,4,224,8,Potential Loyalists,1
C009359,63,9,45004.15,3,4,5,345,12,Loyal Customers,3
C009360,3,9,13276.65,5,4,3,543,12,Loyal Customers,0
C009361,65,9,13500.05,3,4,3,343,10,Loyal Customers,1
C009362,169,12,12367.91,1,5,2,152,8,Potential Loyalists,1
C009363,258,6,14263.36,1,2,3,123,6,At Risk,1
C009364,218,3,2327.87,1,1,1,111,3,Lost Customers,2
C009365,5,10,13546.78,5,4,3,543,12,Loyal Customers,0
C009366,32,8,13629.92,4,3,3,433,10,Loyal Customers,4
C009367,187,7,15056.98,1,2,3,123,6,At Risk,1
C009368,6,6,8449.970000000001,5,2,1,521,8,Potential Loyalists,4
C009369,13,7,9826.32,5,2,2,522,9,Potential Loyalists,4
C009370,8,12,10654.33,5,5,2,552,12,Loyal Customers,0
C009371,141,5,5489.12,1,1,1,111,3,Lost Customers,2
C009372,45,8,29469.64,4,3,5,435,12,Loyal Customers,3
C009373,35,8,25238.8,4,3,5,435,12,Loyal Customers,3
C009374,8,8,23373.95,5,3,4,534,12,Loyal Customers,0
C009375,185,5,17806.510000000002,1,1,4,114,6,At Risk,1
C009376,161,13,37145.7,1,5,5,155,11,Loyal Customers,3
C009377,286,4,10637.43,1,1,2,112,4,Lost Customers,2
C009378,116,9,24289.41,2,4,5,245,11,Loyal Customers,3
C009379,235,6,13834.01,1,2,3,123,6,At Risk,1
C009380,24,9,15872.14,4,4,3,443,11,Loyal Customers,4
C009381,187,4,15094.68,1,1,3,113,5,At Risk,1
C009382,381,6,16896.05,1,2,3,123,6,At Risk,1
C009383,95,9,13736.59,2,4,3,243,9,Potential Loyalists,1
C009384,10,8,10693.58,5,3,2,532,10,Loyal Customers,4
C009385,13,13,20481.52,5,5,4,554,14,Champions,0
C009386,17,9,19012.76,5,4,4,544,13,Champions,0
C009387,31,12,12203.82,4,5,2,452,11,Loyal Customers,3
C009388,79,5,5853.56,3,1,1,311,5,Recent Customers,2
C009389,17,7,11175.5,5,2,2,522,9,Potential Loyalists,4
C009390,23,12,12835.42,4,5,3,453,12,Loyal Customers,0
C009391,39,13,32971.8,4,5,5,455,14,Champions,3
C009392,32,5,15256.71,4,1,3,413,8,Potential Loyalists,4
C009393,136,5,13338.23,2,1,3,213,6,At Risk,1
C009394,45,12,37993.28,4,5,5,455,14,Champions,3
C009395,51,5,11744.05,3,1,2,312,6,Recent Customers,4
C009396,75,13,11543.3,3,5,2,352,10,Loyal Customers,3
C009397,63,14,30957.54,3,5,5,355,13,Champions,3
C009398,158,8,16950.79,1,3,3,133,7,Potential Loyalists,1
C009399,73,8,13850.9,3,3,3,333,9,Potential Loyalists,1
C009400,110,8,23846.82,2,3,4,234,9,Potential Loyalists,3
C009401,73,12,27091.04,3,5,5,355,13,Champions,3
C009402,135,5,8285.85,2,1,1,211,4,Lost Customers,2
C009403,33,10,34088.4,4,4,5,445,13,Champions,3
C009404,99,11,38680.05,2,5,5,255,12,Loyal Customers,3
C009405,282,6,27590.89,1,2,5,125,8,Potential Loyalists,1
C009406,188,8,34245.08,1,3,5,135,9,Potential Loyalists,3
C009407,11,7,8469.69,5,2,1,521,8,Potential Loyalists,4
C009408,93,7,22907.73,2,2,4,224,8,Potential Loyalists,1
C009409,61,17,59650.01,3,5,5,355,13,Champions,3
C009410,40,8,22281.6,4,3,4,434,11,Loyal Customers,3
C009411,5,12,21098.56,5,5,4,554,14,Champions,0
C009412,49,8,12610.02,3,3,2,332,8,Potential Loyalists,4
C009413,81,9,11105.34,2,4,2,242,8,Potential Loyalists,1
C009414,58,11,10225.5,3,5,2,352,10,Loyal Customers,1
C009415,8,6,7120.17,5,2,1,521,8,Potential Loyalists,4
C009416,163,10,16703.73,1,4,3,143,8,Potential Loyalists,1
C009417,301,5,3838.11,1,1,1,111,3,Lost Customers,2
C009418,8,14,28171.0,5,5,5,555,15,Champions,0
C009419,12,4,2134.16,5,1,1,511,7,Potential Loyalists,2
C009420,3,8,17605.62,5,3,4,534,12,Loyal Customers,0
C009421,10,10,17546.829999999998,5,4,4,544,13,Champions,0
C009422,161,12,12155.36,1,5,2,152,8,Potential Loyalists,1
C009423,11,14,23482.36,5,5,4,554,14,Champions,0
C009424,266,5,11887.93,1,1,2,112,4,Lost Customers,1
C009425,14,13,16245.08,5,5,3,553,13,Champions,0
C009426,235,6,17042.54,1,2,3,123,6,At Risk,1
C009427,128,7,13231.94,2,2,3,223,7,Potential Loyalists,1
C009428,16,12,21520.81,5,5,4,554,14,Champions,0
C009429,14,10,15973.38,5,4,3,543,12,Loyal Customers,0
C009430,74,10,11488.46,3,4,2,342,9,Potential Loyalists,1
C009431,108,11,23809.8,2,5,4,254,11,Loyal Customers,3
C009432,16,6,9309.22,5,2,2,522,9,Potential Loyalists,4
C009433,36,8,13732.96,4,3,3,433,10,Loyal Customers,4
C009434,94,8,15080.44,2,3,3,233,8,Potential Loyalists,1
C009435,1,17,34670.7,5,5,5,555,15,Champions,0
C009436,26,6,13114.43,4,2,3,423,9,Potential Loyalists,4
C009437,82,7,9669.01,2,2,2,222,6,At Risk,1
C009438,99,10,21864.65,2,4,4,244,10,Loyal Customers,3
C009439,235,7,9560.65,1,2,2,122,5,At Risk,1
C009440,6,5,13139.13,5,1,3,513,9,Potential Loyalists,4
C009441,142,7,8565.539999999999,1,2,1,121,4,Lost Customers,1
C009442,4,9,18148.3,5,4,4,544,13,Champions,0
C009443,41,10,18991.27,4,4,4,444,12,Loyal Customers,3
C009444,9,9,8475.01,5,4,1,541,10,Loyal Customers,4
C009445,13,11,16673.57,5,5,3,553,13,Champions,0
C009446,18,10,19693.59,5,4,4,544,13,Champions,0
C009447,26,7,6922.09,4,2,1,421,7,Potential Loyalists,4
C009448,182,13,29434.34,1,5,5,155,11,Loyal Customers,3
C009449,37,17,27628.3,4,5,5,455,14,Champions,3
C009450,19,9,12921.43,5,4,3,543,12,Loyal Customers,4
C009451,49,6,10405.35,3,2,2,322,7,Potential Loyalists,4
C009452,150,5,12376.26,1,1,2,112,4,Lost Customers,1
C009453,10,6,10618.68,5,2,2,522,9,Potential Loyalists,4
C009454,38,6,16324.75,4,2,3,423,9,Potential Loyalists,4
C009455,174,9,16350.25,1,4,3,143,8,Potential Loyalists,1
C009456,70,11,22561.67,3,5,4,354,12,Loyal Customers,3
C009457,36,13,11111.53,4,5,2,452,11,Loyal Customers,3
C009458,164,6,17333.82,1,2,3,123,6,At Risk,1
C009459,116,9,24408.54,2,4,5,245,11,Loyal Customers,3
C009460,102,9,17372.66,2,4,3,243,9,Potential Loyalists,1
C009461,26,6,15261.87,4,2,3,423,9,Potential Loyalists,4
C009462,49,10,12332.9,3,4,2,342,9,Potential Loyalists,3
C009463,99,7,4125.7,2,2,1,221,5,At Risk,2
C009464,44,9,16086.65,4,4,3,443,11,Loyal Customers,3
C009465,25,8,22671.88,4,3,4,434,11,Loyal Customers,3
C009466,198,5,8543.630000000001,1,1,1,111,3,Lost Customers,2
C009467,249,10,17258.97,1,4,3,143,8,Potential Loyalists,1
C009468,51,10,22714.12,3,4,4,344,11,Loyal Customers,3
C009469,39,13,19338.05,4,5,4,454,13,Champions,3
C009470,12,14,27833.43,5,5,5,555,15,Champions,0
C009471,35,10,21691.05,4,4,4,444,12,Loyal Customers,3
C009472,24,11,15201.28,4,5,3,453,12,Loyal Customers,0
C009473,98,8,11006.19,2,3,2,232,7,Potential Loyalists,1
C009474,63,10,13905.43,3,4,3,343,10,Loyal Customers,3
C009475,40,10,12831.5,4,4,3,443,11,Loyal Customers,4
C009476,34,9,18943.22,4,4,4,444,12,Loyal Customers,3
C009477,64,10,20688.67,3,4,4,344,11,Loyal Customers,3
C009478,15,8,17756.95,5,3,4,534,12,Loyal Customers,0
C009479,91,13,12807.35,2,5,3,253,10,Loyal Customers,3
C009480,160,8,14652.63,1,3,3,133,7,Potential Loyalists,1
C009481,26,12,18177.79,4,5,4,454,13,Champions,3
C009482,16,8,25040.52,5,3,5,535,13,Champions,0
C009483,30,8,14109.03,4,3,3,433,10,Loyal Customers,4
C009484,109,9,19492.5,2,4,4,244,10,Loyal Customers,3
C009485,25,10,21054.5,4,4,4,444,12,Loyal Customers,3
C009486,29,7,11987.37,4,2,2,422,8,Potential Loyalists,4
C009487,48,10,15305.52,3,4,3,343,10,Loyal Customers,3
C009488,2,6,17713.260000000002,5,2,4,524,11,Loyal Customers,0
C009489,117,11,26771.65,2,5,5,255,12,Loyal Customers,3
C009490,42,4,4070.26,4,1,1,411,6,Recent Customers,2
C009491,30,6,16448.77,4,2,3,423,9,Potential Loyalists,4
C009492,59,4,5547.54,3,1,1,311,5,Recent Customers,2
C009493,4,11,8376.24,5,5,1,551,11,Loyal Customers,0
C009494,64,11,12492.44,3,5,2,352,10,Loyal Customers,3
C009495,35,11,26000.0,4,5,5,455,14,Champions,3
C009496,42,11,9942.6,4,5,2,452,11,Loyal Customers,4
C009497,48,7,17454.96,3,2,4,324,9,Potential Loyalists,1
C009498,49,10,26971.58,3,4,5,345,12,Loyal Customers,3
C009499,76,14,34678.41,3,5,5,355,13,Champions,3
C009500,62,11,42550.69,3,5,5,355,13,Champions,3
C009501,15,6,12141.22,5,2,2,522,9,Potential Loyalists,4
C009502,172,8,12197.8,1,3,2,132,6,At Risk,1
C009503,288,5,16000.4,1,1,3,113,5,At Risk,1
C009504,67,10,31394.94,3,4,5,345,12,Loyal Customers,3
C009505,30,11,34174.62,4,5,5,455,14,Champions,3
C009506,13,8,10654.93,5,3,2,532,10,Loyal Customers,4
C009507,4,5,11567.08,5,1,2,512,8,Potential Loyalists,4
C009508,159,10,21619.0,1,4,4,144,9,Potential Loyalists,3
C009509,23,9,16817.62,4,4,3,443,11,Loyal Customers,0
C009510,3,13,21183.03,5,5,4,554,14,Champions,0
C009511,57,5,5063.32,3,1,1,311,5,Recent Customers,2
C009512,121,8,15267.52,2,3,3,233,8,Potential Loyalists,1
C009513,132,11,11902.47,2,5,2,252,9,Potential Loyalists,1
C009514,26,8,14194.17,4,3,3,433,10,Loyal Customers,4
C009515,111,5,5150.030000000001,2,1,1,211,4,Lost Customers,2
C009516,21,3,5795.58,5,1,1,511,7,Potential Loyalists,2
C009517,17,10,14694.88,5,4,3,543,12,Loyal Customers,0
C009518,38,8,10024.19,4,3,2,432,9,Potential Loyalists,4
C009519,635,1,2372.68,1,1,1,111,3,Lost Customers,2
C009520,409,7,11819.81,1,2,2,122,5,At Risk,1
C009521,21,12,11894.8,5,5,2,552,12,Loyal Customers,0
C009522,95,12,32351.8,2,5,5,255,12,Loyal Customers,3
C009523,132,8,13307.04,2,3,3,233,8,Potential Loyalists,1
C009524,73,11,25196.37,3,5,5,355,13,Champions,3
C009525,155,4,11005.7,1,1,2,112,4,Lost Customers,2
C009526,8,13,24941.79,5,5,5,555,15,Champions,0
C009527,149,9,30632.57,1,4,5,145,10,Loyal Customers,3
C009528,32,13,29395.67,4,5,5,455,14,Champions,3
C009529,175,7,11911.55,1,2,2,122,5,At Risk,1
C009530,22,5,3592.28,4,1,1,411,6,Recent Customers,2
C009531,50,11,10537.95,3,5,2,352,10,Loyal Customers,4
C009532,61,9,13125.34,3,4,3,343,10,Loyal Customers,1
C009533,29,5,12597.82,4,1,2,412,7,Potential Loyalists,4
C009534,52,7,7732.769999999999,3,2,1,321,6,Recent Customers,4
C009535,18,7,33149.74,5,2,5,525,12,Loyal Customers,0
C009536,1,8,10560.57,5,3,2,532,10,Loyal Customers,0
C009537,18,7,15342.62,5,2,3,523,10,Loyal Customers,4
C009538,56,7,8843.07,3,2,2,322,7,Potential Loyalists,4
C009539,11,13,22273.8,5,5,4,554,14,Champions,0
C009540,26,10,34323.24,4,4,5,445,13,Champions,3
C009541,90,11,18535.55,2,5,4,254,11,Loyal Customers,3
C009542,129,3,3294.95,2,1,1,211,4,Lost Customers,2
C009543,44,5,14265.33,4,1,3,413,8,Potential Loyalists,4
C009544,142,5,5535.91,1,1,1,111,3,Lost Customers,2
C009545,32,5,18972.59,4,1,4,414,9,Potential Loyalists,4
C009546,23,12,50252.41,4,5,5,455,14,Champions,3
C009547,15,16,40890.16,5,5,5,555,15,Champions,0
C009548,85,5,14270.19,2,1,3,213,6,At Risk,1
C009549,149,7,9901.48,1,2,2,122,5,At Risk,1
C009550,19,8,8022.269999999999,5,3,1,531,9,Potential Loyalists,4
C009551,16,11,28512.27,5,5,5,555,15,Champions,0
C009552,20,8,11150.5,5,3,2,532,10,Loyal Customers,4
C009553,65,4,9730.27,3,1,2,312,6,Recent Customers,2
C009554,14,8,25576.77,5,3,5,535,13,Champions,0
C009555,109,9,17236.38,2,4,3,243,9,Potential Loyalists,1
C009556,243,10,31204.85,1,4,5,145,10,Loyal Customers,3
C009557,70,9,14759.3,3,4,3,343,10,Loyal Customers,1
C009558,193,10,17488.52,1,4,4,144,9,Potential Loyalists,1
C009559,114,11,23227.27,2,5,4,254,11,Loyal Customers,3
C009560,104,6,7320.45,2,2,1,221,5,At Risk,2
C009561,21,6,13056.79,5,2,3,523,10,Loyal Customers,4
C009562,147,7,15165.93,1,2,3,123,6,At Risk,1
C009563,28,10,8806.12,4,4,2,442,10,Loyal Customers,4
C009564,5,11,39388.28,5,5,5,555,15,Champions,0
C009565,104,9,9908.35,2,4,2,242,8,Potential Loyalists,1
C009566,180,8,14467.0,1,3,3,133,7,Potential Loyalists,1
C009567,120,15,23839.65,2,5,4,254,11,Loyal Customers,3
C009568,91,6,4723.12,2,2,1,221,5,At Risk,2
C009569,4,6,8748.24,5,2,1,521,8,Potential Loyalists,4
C009570,266,7,22185.87,1,2,4,124,7,Potential Loyalists,1
C009571,81,14,33218.35,2,5,5,255,12,Loyal Customers,3
C009572,136,12,32948.68,2,5,5,255,12,Loyal Customers,3
C009573,111,4,7834.4,2,1,1,211,4,Lost Customers,2
C009574,149,7,7959.37,1,2,1,121,4,Lost Customers,1
C009575,109,9,13546.12,2,4,3,243,9,Potential Loyalists,1
C009576,42,8,13792.2,4,3,3,433,10,Loyal Customers,4
C009577,111,7,23773.42,2,2,4,224,8,Potential Loyalists,1
C009578,62,9,20515.83,3,4,4,344,11,Loyal Customers,3
C009579,65,8,7271.16,3,3,1,331,7,Potential Loyalists,4
C009580,103,10,18755.73,2,4,4,244,10,Loyal Customers,3
C009581,166,10,10443.56,1,4,2,142,7,Potential Loyalists,1
C009582,78,7,13898.98,3,2,3,323,8,Potential Loyalists,1
C009583,67,3,3938.21,3,1,1,311,5,Recent Customers,2
C009584,89,9,17876.739999999998,2,4,4,244,10,Loyal Customers,3
C009585,148,8,7817.68,1,3,1,131,5,At Risk,1
C009586,5,6,4618.07,5,2,1,521,8,Potential Loyalists,4
C009587,39,6,6513.01,4,2,1,421,7,Potential Loyalists,4
C009588,178,9,18978.11,1,4,4,144,9,Potential Loyalists,1
C009589,328,8,23017.57,1,3,4,134,8,Potential Loyalists,1
C009590,94,8,36403.83,2,3,5,235,10,Loyal Customers,3
C009591,13,6,14315.8,5,2,3,523,10,Loyal Customers,4
C009592,8,11,26138.68,5,5,5,555,15,Champions,0
C009593,24,13,26305.17,4,5,5,455,14,Champions,3
C009594,71,13,15218.99,3,5,3,353,11,Loyal Customers,3
C009595,19,4,6735.679999999999,5,1,1,511,7,Potential Loyalists,4
C009596,4,7,23164.07,5,2,4,524,11,Loyal Customers,0
C009597,93,4,5010.02,2,1,1,211,4,Lost Customers,2
C009598,21,9,13586.4,5,4,3,543,12,Loyal Customers,4
C009599,25,9,13670.76,4,4,3,443,11,Loyal Customers,4
C009600,23,12,43104.67,4,5,5,455,14,Champions,3
C009601,296,8,10361.36,1,3,2,132,6,At Risk,1
C009602,226,7,8330.53,1,2,1,121,4,Lost Customers,1
C009603,58,6,20863.07,3,2,4,324,9,Potential Loyalists,1
C009604,73,9,12753.49,3,4,3,343,10,Loyal Customers,1
C009605,78,7,15832.97,3,2,3,323,8,Potential Loyalists,1
C009606,123,9,23531.31,2,4,4,244,10,Loyal Customers,3
C009607,50,12,43418.56,3,5,5,355,13,Champions,3
C009608,33,11,22294.77,4,5,4,454,13,Champions,3
C009609,46,8,23889.27,3,3,4,334,10,Loyal Customers,3
C009610,56,9,26373.26,3,4,5,345,12,Loyal Customers,3
C009611,58,9,21539.6,3,4,4,344,11,Loyal Customers,3
C009612,17,9,21513.26,5,4,4,544,13,Champions,0
C009613,36,4,11949.38,4,1,2,412,7,Potential Loyalists,4
C009614,1,10,33856.520000000004,5,4,5,545,14,Champions,0
C009615,122,10,34661.87,2,4,5,245,11,Loyal Customers,3
C009616,209,5,24622.25,1,1,5,115,7,Potential Loyalists,1
C009617,205,5,10699.22,1,1,2,112,4,Lost Customers,1
C009618,124,6,6781.37,2,2,1,221,5,At Risk,2
C009619,14,5,8054.530000000001,5,1,1,511,7,Potential Loyalists,4
C009620,19,8,11024.31,5,3,2,532,10,Loyal Customers,4
C009621,133,10,13742.06,2,4,3,243,9,Potential Loyalists,1
C009622,27,20,41867.8,4,5,5,455,14,Champions,3
C009623,81,5,9732.34,2,1,2,212,5,At Risk,2
C009624,127,7,7887.62,2,2,1,221,5,At Risk,1
C009625,12,7,25641.13,5,2,5,525,12,Loyal Customers,0
C009626,45,13,27048.58,4,5,5,455,14,Champions,3
C009627,377,4,10900.95,1,1,2,112,4,Lost Customers,2
C009628,6,11,23470.03,5,5,4,554,14,Champions,0
C009629,127,7,21220.81,2,2,4,224,8,Potential Loyalists,1
C009630,142,1,2464.32,1,1,1,111,3,Lost Customers,2
C009631,61,10,8887.79,3,4,2,342,9,Potential Loyalists,1
C009632,192,4,6730.76,1,1,1,111,3,Lost Customers,2
C009633,41,9,33541.38,4,4,5,445,13,Champions,3
C009634,9,10,13392.79,5,4,3,543,12,Loyal Customers,0
C009635,22,6,21784.84,4,2,4,424,10,Loyal Customers,4
C009636,48,7,8546.279999999999,3,2,1,321,6,Recent Customers,4
C009637,38,11,7568.52,4,5,1,451,10,Loyal Customers,4
C009638,31,9,18057.97,4,4,4,444,12,Loyal Customers,3
C009639,223,4,4401.26,1,1,1,111,3,Lost Customers,2
C009640,107,7,9483.79,2,2,2,222,6,At Risk,1
C009641,158,8,6061.59,1,3,1,131,5,At Risk,1
C009642,223,9,21092.46,1,4,4,144,9,Potential Loyalists,1
C009643,14,15,31869.21,5,5,5,555,15,Champions,0
C009644,107,5,8790.130000000001,2,1,2,212,5,At Risk,2
C009645,83,9,12115.55,2,4,2,242,8,Potential Loyalists,1
C009646,3,8,9508.4,5,3,2,532,10,Loyal Customers,0
C009647,2,4,2819.54,5,1,1,511,7,Potential Loyalists,4
C009648,97,8,21264.57,2,3,4,234,9,Potential Loyalists,1
C009649,139,7,27129.26,2,2,5,225,9,Potential Loyalists,1
C009650,96,5,4500.01,2,1,1,211,4,Lost Customers,2
C009651,77,7,11308.72,3,2,2,322,7,Potential Loyalists,1
C009652,2,6,13002.739999999998,5,2,3,523,10,Loyal Customers,0
C009653,33,9,18411.66,4,4,4,444,12,Loyal Customers,3
C009654,10,8,17297.4,5,3,3,533,11,Loyal Customers,0
C009655,28,14,28369.59,4,5,5,455,14,Champions,3
C009656,76,10,27507.56,3,4,5,345,12,Loyal Customers,3
C009657,89,12,18407.59,2,5,4,254,11,Loyal Customers,3
C009658,155,5,9239.53,1,1,2,112,4,Lost Customers,2
C009659,32,11,41473.76,4,5,5,455,14,Champions,3
C009660,37,9,24683.12,4,4,5,445,13,Champions,3
