CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment
C009093,33,10,21221.93,4,4,4,444,12,Loyal Customers
C009094,50,6,11989.84,3,2,2,322,7,Potential Loyalists
C009095,45,13,23773.670000000002,4,5,4,454,13,Champions
C009096,160,9,26110.67,1,4,5,145,10,Loyal Customers
C009097,142,8,19514.170000000002,1,3,4,134,8,Potential Loyalists
C009098,101,12,23755.5,2,5,4,254,11,Loyal Customers
C009099,33,10,19212.2,4,4,4,444,12,Loyal Customers
C009100,40,9,8394.55,4,4,1,441,9,Potential Loyalists
C009101,3,8,8619.58,5,3,1,531,9,Potential Loyalists
C009102,81,7,7149.46,2,2,1,221,5,At Risk
C009103,61,8,15614.76,3,3,3,333,9,Potential Loyalists
C009104,70,11,38106.09,3,5,5,355,13,Champions
C009105,117,6,11335.599999999999,2,2,2,222,6,At Risk
C009106,60,8,20872.39,3,3,4,334,10,Loyal Customers
C009107,100,5,12424.63,2,1,2,212,5,At Risk
C009108,17,12,19299.12,5,5,4,554,14,Champions
C009109,70,11,14991.72,3,5,3,353,11,Loyal Customers
C009110,15,9,14352.81,5,4,3,543,12,Loyal Customers
C009111,13,9,10781.66,5,4,2,542,11,Loyal Customers
C009112,8,6,5580.2,5,2,1,521,8,Potential Loyalists
C009113,81,9,25883.45,2,4,5,245,11,Loyal Customers
C009114,59,9,8563.32,3,4,1,341,8,Potential Loyalists
C009115,338,2,2757.48,1,1,1,111,3,Lost Customers
C009116,29,6,7062.15,4,2,1,421,7,Potential Loyalists
C009117,141,8,21059.21,1,3,4,134,8,Potential Loyalists
C009118,68,2,3762.62,3,1,1,311,5,Recent Customers
C009119,144,9,13911.98,1,4,3,143,8,Potential Loyalists
C009120,156,5,6105.12,1,1,1,111,3,Lost Customers
C009121,12,10,11917.02,5,4,2,542,11,Loyal Customers
C009122,48,6,10627.0,3,2,2,322,7,Potential Loyalists
C009123,29,11,26496.7,4,5,5,455,14,Champions
C009124,200,10,31199.76,1,4,5,145,10,Loyal Customers
C009125,255,7,8725.26,1,2,1,121,4,Lost Customers
C009126,82,5,9454.029999999999,2,1,2,212,5,At Risk
C009127,40,10,24407.82,4,4,5,445,13,Champions
C009128,81,9,33061.06,2,4,5,245,11,Loyal Customers
C009129,1,11,10617.66,5,5,2,552,12,Loyal Customers
C009130,68,9,20215.02,3,4,4,344,11,Loyal Customers
C009131,122,7,10875.97,2,2,2,222,6,At Risk
C009132,102,4,6684.88,2,1,1,211,4,Lost Customers
C009133,85,10,25947.309999999998,2,4,5,245,11,Loyal Customers
C009134,48,9,7472.070000000001,3,4,1,341,8,Potential Loyalists
C009135,11,8,30234.989999999998,5,3,5,535,13,Champions
C009136,6,12,49065.8,5,5,5,555,15,Champions
C009137,227,2,4534.82,1,1,1,111,3,Lost Customers
C009138,21,12,15960.53,5,5,3,553,13,Champions
C009139,41,12,25676.93,4,5,5,455,14,Champions
C009140,175,8,37780.229999999996,1,3,5,135,9,Potential Loyalists
C009141,170,3,2679.77,1,1,1,111,3,Lost Customers
C009142,11,11,21394.51,5,5,4,554,14,Champions
C009143,2,8,17557.43,5,3,4,534,12,Loyal Customers
C009144,39,10,11357.87,4,4,2,442,10,Loyal Customers
C009145,274,6,6237.5,1,2,1,121,4,Lost Customers
C009146,63,9,15928.5,3,4,3,343,10,Loyal Customers
C009147,16,12,23917.47,5,5,4,554,14,Champions
C009148,111,12,15515.29,2,5,3,253,10,Loyal Customers
C009149,158,8,22185.33,1,3,4,134,8,Potential Loyalists
C009150,47,10,21191.56,3,4,4,344,11,Loyal Customers
C009151,4,10,43254.99,5,4,5,545,14,Champions
C009152,283,8,32535.760000000002,1,3,5,135,9,Potential Loyalists
C009153,2,6,11288.54,5,2,2,522,9,Potential Loyalists
C009154,66,9,24007.09,3,4,4,344,11,Loyal Customers
C009155,85,8,31609.41,2,3,5,235,10,Loyal Customers
C009156,6,8,23158.75,5,3,4,534,12,Loyal Customers
C009157,9,6,13910.49,5,2,3,523,10,Loyal Customers
C009158,10,15,31809.03,5,5,5,555,15,Champions
C009159,9,8,13470.970000000001,5,3,3,533,11,Loyal Customers
C009160,15,9,23781.64,5,4,4,544,13,Champions
C009161,76,5,10238.2,3,1,2,312,6,Recent Customers
C009162,3,8,16695.2,5,3,3,533,11,Loyal Customers
C009163,75,8,14895.669999999998,3,3,3,333,9,Potential Loyalists
C009164,99,8,21545.0,2,3,4,234,9,Potential Loyalists
C009165,14,6,19822.55,5,2,4,524,11,Loyal Customers
C009166,77,7,13709.76,3,2,3,323,8,Potential Loyalists
C009167,20,4,6337.24,5,1,1,511,7,Potential Loyalists
C009168,4,12,18213.19,5,5,4,554,14,Champions
C009169,34,11,22750.8,4,5,4,454,13,Champions
C009170,56,9,9999.17,3,4,2,342,9,Potential Loyalists
C009171,5,12,25466.97,5,5,5,555,15,Champions
C009172,16,10,35425.39,5,4,5,545,14,Champions
C009173,27,14,53317.25,4,5,5,455,14,Champions
C009174,59,12,12382.630000000001,3,5,2,352,10,Loyal Customers
C009175,60,13,19069.010000000002,3,5,4,354,12,Loyal Customers
C009176,193,4,7384.79,1,1,1,111,3,Lost Customers
C009177,18,6,6141.87,5,2,1,521,8,Potential Loyalists
C009178,100,9,14408.380000000001,2,4,3,243,9,Potential Loyalists
C009179,35,10,19910.64,4,4,4,444,12,Loyal Customers
C009180,25,5,22215.87,4,1,4,414,9,Potential Loyalists
C009181,193,6,7535.1,1,2,1,121,4,Lost Customers
C009182,29,8,17120.0,4,3,3,433,10,Loyal Customers
C009183,91,6,15065.84,2,2,3,223,7,Potential Loyalists
C009184,8,9,19181.72,5,4,4,544,13,Champions
C009185,16,10,16046.460000000001,5,4,3,543,12,Loyal Customers
C009186,17,8,11198.619999999999,5,3,2,532,10,Loyal Customers
C009187,29,11,40465.36,4,5,5,455,14,Champions
C009188,101,9,7652.45,2,4,1,241,7,Potential Loyalists
C009189,440,5,8551.43,1,1,1,111,3,Lost Customers
C009190,165,9,10621.09,1,4,2,142,7,Potential Loyalists
C009191,72,8,13136.619999999999,3,3,3,333,9,Potential Loyalists
C009192,1,8,12819.279999999999,5,3,3,533,11,Loyal Customers
C009193,125,6,23126.29,2,2,4,224,8,Potential Loyalists
C009194,62,6,4268.57,3,2,1,321,6,Recent Customers
C009195,223,7,15596.47,1,2,3,123,6,At Risk
C009196,31,8,12878.53,4,3,3,433,10,Loyal Customers
C009197,116,10,9859.74,2,4,2,242,8,Potential Loyalists
C009198,48,8,19067.98,3,3,4,334,10,Loyal Customers
C009199,93,9,13403.11,2,4,3,243,9,Potential Loyalists
C009200,31,8,16113.07,4,3,3,433,10,Loyal Customers
C009201,65,10,24467.98,3,4,5,345,12,Loyal Customers
C009202,3,6,15384.07,5,2,3,523,10,Loyal Customers
C009203,150,5,6840.23,1,1,1,111,3,Lost Customers
C009204,68,9,26670.84,3,4,5,345,12,Loyal Customers
C009205,139,8,14448.55,2,3,3,233,8,Potential Loyalists
C009206,177,8,28594.86,1,3,5,135,9,Potential Loyalists
C009207,19,3,8636.21,5,1,1,511,7,Potential Loyalists
C009208,240,10,12123.42,1,4,2,142,7,Potential Loyalists
C009209,160,8,12619.14,1,3,2,132,6,At Risk
C009210,11,6,5554.110000000001,5,2,1,521,8,Potential Loyalists
C009211,35,13,28510.67,4,5,5,455,14,Champions
C009212,1,9,19716.67,5,4,4,544,13,Champions
C009213,1,4,10613.55,5,1,2,512,8,Potential Loyalists
C009214,84,9,12587.289999999999,2,4,2,242,8,Potential Loyalists
C009215,41,8,13380.5,4,3,3,433,10,Loyal Customers
C009216,91,12,15105.45,2,5,3,253,10,Loyal Customers
C009217,166,6,6325.3099999999995,1,2,1,121,4,Lost Customers
C009218,169,10,20723.940000000002,1,4,4,144,9,Potential Loyalists
C009219,118,7,14765.939999999999,2,2,3,223,7,Potential Loyalists
C009220,50,10,30474.81,3,4,5,345,12,Loyal Customers
C009221,61,11,13491.56,3,5,3,353,11,Loyal Customers
C009222,25,12,14493.710000000001,4,5,3,453,12,Loyal Customers
C009223,10,10,17589.14,5,4,4,544,13,Champions
C009224,94,5,15330.32,2,1,3,213,6,At Risk
C009225,14,10,24916.059999999998,5,4,5,545,14,Champions
C009226,40,7,28068.24,4,2,5,425,11,Loyal Customers
C009227,11,8,14110.0,5,3,3,533,11,Loyal Customers
C009228,52,11,20930.83,3,5,4,354,12,Loyal Customers
C009229,95,6,10713.82,2,2,2,222,6,At Risk
C009230,11,5,7589.4,5,1,1,511,7,Potential Loyalists
C009231,174,9,22576.88,1,4,4,144,9,Potential Loyalists
C009232,268,10,46205.62,1,4,5,145,10,Loyal Customers
C009233,118,4,7235.0599999999995,2,1,1,211,4,Lost Customers
C009234,10,7,13231.18,5,2,3,523,10,Loyal Customers
C009235,14,7,30473.760000000002,5,2,5,525,12,Loyal Customers
C009236,15,12,23902.489999999998,5,5,4,554,14,Champions
C009237,18,12,16520.54,5,5,3,553,13,Champions
C009238,144,12,13216.35,1,5,3,153,9,Potential Loyalists
C009239,199,7,5910.82,1,2,1,121,4,Lost Customers
C009240,83,14,33118.3,2,5,5,255,12,Loyal Customers
C009241,60,8,12480.59,3,3,2,332,8,Potential Loyalists
C009242,31,11,45115.090000000004,4,5,5,455,14,Champions
C009243,113,6,5773.88,2,2,1,221,5,At Risk
C009244,9,12,29691.68,5,5,5,555,15,Champions
C009245,41,9,18164.93,4,4,4,444,12,Loyal Customers
C009246,1,10,22014.969999999998,5,4,4,544,13,Champions
C009247,248,7,11812.02,1,2,2,122,5,At Risk
C009248,16,13,13894.57,5,5,3,553,13,Champions
C009249,1,12,10634.75,5,5,2,552,12,Loyal Customers
C009250,2,8,7383.8,5,3,1,531,9,Potential Loyalists
C009251,31,7,18137.23,4,2,4,424,10,Loyal Customers
C009252,30,9,18541.05,4,4,4,444,12,Loyal Customers
C009253,25,7,13014.35,4,2,3,423,9,Potential Loyalists
C009254,2,7,6481.59,5,2,1,521,8,Potential Loyalists
C009255,36,10,31187.239999999998,4,4,5,445,13,Champions
C009256,74,7,19250.39,3,2,4,324,9,Potential Loyalists
C009257,83,8,14537.05,2,3,3,233,8,Potential Loyalists
C009258,33,10,39339.810000000005,4,4,5,445,13,Champions
C009259,357,5,5353.8099999999995,1,1,1,111,3,Lost Customers
C009260,18,7,10312.76,5,2,2,522,9,Potential Loyalists
C009261,210,11,16855.48,1,5,3,153,9,Potential Loyalists
C009262,16,8,8338.36,5,3,1,531,9,Potential Loyalists
C009263,109,8,10534.39,2,3,2,232,7,Potential Loyalists
C009264,92,10,32282.95,2,4,5,245,11,Loyal Customers
C009265,19,10,19231.32,5,4,4,544,13,Champions
C009266,18,7,16768.6,5,2,3,523,10,Loyal Customers
C009267,32,6,34077.229999999996,4,2,5,425,11,Loyal Customers
C009268,97,7,16416.88,2,2,3,223,7,Potential Loyalists
C009269,30,3,3658.0600000000004,4,1,1,411,6,Recent Customers
C009270,47,10,12989.5,3,4,3,343,10,Loyal Customers
C009271,7,9,17142.920000000002,5,4,3,543,12,Loyal Customers
C009272,25,5,12341.91,4,1,2,412,7,Potential Loyalists
C009273,109,9,23706.86,2,4,4,244,10,Loyal Customers
C009274,44,7,28185.92,4,2,5,425,11,Loyal Customers
C009275,17,7,8661.0,5,2,1,521,8,Potential Loyalists
C009276,340,6,5227.8099999999995,1,2,1,121,4,Lost Customers
C009277,54,8,10755.77,3,3,2,332,8,Potential Loyalists
C009278,88,11,13615.48,2,5,3,253,10,Loyal Customers
C009279,13,7,6087.379999999999,5,2,1,521,8,Potential Loyalists
C009280,21,8,13465.37,5,3,3,533,11,Loyal Customers
C009281,99,9,21306.879999999997,2,4,4,244,10,Loyal Customers
C009282,188,3,1993.49,1,1,1,111,3,Lost Customers
C009283,48,7,6759.54,3,2,1,321,6,Recent Customers
C009284,98,13,33060.4,2,5,5,255,12,Loyal Customers
C009285,4,5,10257.26,5,1,2,512,8,Potential Loyalists
C009286,48,7,12504.78,3,2,2,322,7,Potential Loyalists
C009287,41,5,9018.310000000001,4,1,2,412,7,Potential Loyalists
C009288,52,9,13427.71,3,4,3,343,10,Loyal Customers
C009289,94,11,22469.13,2,5,4,254,11,Loyal Customers
C009290,45,9,23427.48,4,4,4,444,12,Loyal Customers
C009291,17,22,32211.43,5,5,5,555,15,Champions
C009292,2,6,14121.73,5,2,3,523,10,Loyal Customers
C009293,113,11,11318.41,2,5,2,252,9,Potential Loyalists
C009294,211,11,10648.89,1,5,2,152,8,Potential Loyalists
C009295,84,6,8775.33,2,2,1,221,5,At Risk
C009296,25,10,34547.68,4,4,5,445,13,Champions
C009297,163,9,18756.32,1,4,4,144,9,Potential Loyalists
C009298,165,5,15926.28,1,1,3,113,5,At Risk
C009299,61,7,17584.53,3,2,4,324,9,Potential Loyalists
C009300,27,10,24098.920000000002,4,4,4,444,12,Loyal Customers
C009301,33,8,12080.289999999999,4,3,2,432,9,Potential Loyalists
C009302,43,7,17080.43,4,2,3,423,9,Potential Loyalists
C009303,93,9,20463.55,2,4,4,244,10,Loyal Customers
C009304,23,6,4955.32,4,2,1,421,7,Potential Loyalists
C009305,194,6,4710.06,1,2,1,121,4,Lost Customers
C009306,78,10,36520.93,3,4,5,345,12,Loyal Customers
C009307,18,5,15617.07,5,1,3,513,9,Potential Loyalists
C009308,214,3,1988.35,1,1,1,111,3,Lost Customers
C009309,21,11,62179.58,5,5,5,555,15,Champions
C009310,52,12,35965.61,3,5,5,355,13,Champions
C009311,38,7,12696.57,4,2,2,422,8,Potential Loyalists
C009312,9,3,4067.91,5,1,1,511,7,Potential Loyalists
C009313,21,9,27029.65,5,4,5,545,14,Champions
C009314,2,9,23529.32,5,4,4,544,13,Champions
C009315,58,5,13601.01,3,1,3,313,7,Potential Loyalists
C009316,31,4,6340.49,4,1,1,411,6,Recent Customers
C009317,7,9,8250.88,5,4,1,541,10,Loyal Customers
C009318,236,5,8020.639999999999,1,1,1,111,3,Lost Customers
C009319,36,1,1849.21,4,1,1,411,6,Recent Customers
C009320,193,5,25316.39,1,1,5,115,7,Potential Loyalists
C009321,92,4,13047.67,2,1,3,213,6,At Risk
C009322,84,4,13083.66,2,1,3,213,6,At Risk
C009323,119,2,6312.110000000001,2,1,1,211,4,Lost Customers
C009324,72,8,19864.61,3,3,4,334,10,Loyal Customers
C009325,20,8,17231.71,5,3,3,533,11,Loyal Customers
C009326,52,11,11619.02,3,5,2,352,10,Loyal Customers
C009327,66,10,17711.57,3,4,4,344,11,Loyal Customers
C009328,118,5,12994.55,2,1,3,213,6,At Risk
C009329,45,9,18999.94,4,4,4,444,12,Loyal Customers
C009330,111,14,47180.79,2,5,5,255,12,Loyal Customers
C009331,138,4,10823.01,2,1,2,212,5,At Risk
C009332,66,8,22608.8,3,3,4,334,10,Loyal Customers
C009333,163,10,36065.95,1,4,5,145,10,Loyal Customers
C009334,20,8,13397.4,5,3,3,533,11,Loyal Customers
C009335,146,14,20759.18,1,5,4,154,10,Loyal Customers
C009336,299,4,8724.86,1,1,1,111,3,Lost Customers
C009337,127,5,10641.439999999999,2,1,2,212,5,At Risk
C009338,6,4,11874.8,5,1,2,512,8,Potential Loyalists
C009339,7,10,15647.28,5,4,3,543,12,Loyal Customers
C009340,12,8,15811.11,5,3,3,533,11,Loyal Customers
C009341,46,6,14023.7,3,2,3,323,8,Potential Loyalists
C009342,107,9,13851.91,2,4,3,243,9,Potential Loyalists
C009343,126,6,17558.74,2,2,4,224,8,Potential Loyalists
C009344,100,7,12650.01,2,2,2,222,6,At Risk
C009345,9,12,21941.85,5,5,4,554,14,Champions
C009346,150,7,17991.29,1,2,4,124,7,Potential Loyalists
C009347,7,10,18207.260000000002,5,4,4,544,13,Champions
C009348,57,6,6860.94,3,2,1,321,6,Recent Customers
C009349,21,12,38451.38,5,5,5,555,15,Champions
C009350,289,8,21025.75,1,3,4,134,8,Potential Loyalists
C009351,37,14,53775.34,4,5,5,455,14,Champions
C009352,73,10,31880.7,3,4,5,345,12,Loyal Customers
C009353,61,11,10016.12,3,5,2,352,10,Loyal Customers
C009354,84,10,21888.46,2,4,4,244,10,Loyal Customers
C009355,195,8,8552.57,1,3,1,131,5,At Risk
C009356,61,9,9858.97,3,4,2,342,9,Potential Loyalists
C009357,7,7,19182.64,5,2,4,524,11,Loyal Customers
C009358,89,7,22178.88,2,2,4,224,8,Potential Loyalists
C009359,63,9,45004.15,3,4,5,345,12,Loyal Customers
C009360,3,9,13276.65,5,4,3,543,12,Loyal Customers
C009361,65,9,13500.050000000001,3,4,3,343,10,Loyal Customers
C009362,169,12,12367.91,1,5,2,152,8,Potential Loyalists
C009363,258,6,14263.36,1,2,3,123,6,At Risk
C009364,218,3,2327.87,1,1,1,111,3,Lost Customers
C009365,5,10,13546.78,5,4,3,543,12,Loyal Customers
C009366,32,8,13629.92,4,3,3,433,10,Loyal Customers
C009367,187,7,15056.98,1,2,3,123,6,At Risk
C009368,6,6,8449.970000000001,5,2,1,521,8,Potential Loyalists
C009369,13,7,9826.32,5,2,2,522,9,Potential Loyalists
C009370,8,12,10654.33,5,5,2,552,12,Loyal Customers
C009371,141,5,5489.12,1,1,1,111,3,Lost Customers
C009372,45,8,29469.64,4,3,5,435,12,Loyal Customers
C009373,35,8,25238.8,4,3,5,435,12,Loyal Customers
C009374,8,8,23373.95,5,3,4,534,12,Loyal Customers
C009375,185,5,17806.510000000002,1,1,4,114,6,At Risk
C009376,161,13,37145.7,1,5,5,155,11,Loyal Customers
C009377,286,4,10637.43,1,1,2,112,4,Lost Customers
C009378,116,9,24289.41,2,4,5,245,11,Loyal Customers
C009379,235,6,13834.01,1,2,3,123,6,At Risk
C009380,24,9,15872.14,4,4,3,443,11,Loyal Customers
C009381,187,4,15094.68,1,1,3,113,5,At Risk
C009382,381,6,16896.05,1,2,3,123,6,At Risk
C009383,95,9,13736.59,2,4,3,243,9,Potential Loyalists
C009384,10,8,10693.58,5,3,2,532,10,Loyal Customers
C009385,13,13,20481.52,5,5,4,554,14,Champions
C009386,17,9,19012.760000000002,5,4,4,544,13,Champions
C009387,31,12,12203.82,4,5,2,452,11,Loyal Customers
C009388,79,5,5853.56,3,1,1,311,5,Recent Customers
C009389,17,7,11175.5,5,2,2,522,9,Potential Loyalists
C009390,23,12,12835.42,4,5,3,453,12,Loyal Customers
C009391,39,13,32971.8,4,5,5,455,14,Champions
C009392,32,5,15256.71,4,1,3,413,8,Potential Loyalists
C009393,136,5,13338.23,2,1,3,213,6,At Risk
C009394,45,12,37993.28,4,5,5,455,14,Champions
C009395,51,5,11744.05,3,1,2,312,6,Recent Customers
C009396,75,13,11543.300000000001,3,5,2,352,10,Loyal Customers
C009397,63,14,30957.54,3,5,5,355,13,Champions
C009398,158,8,16950.79,1,3,3,133,7,Potential Loyalists
C009399,73,8,13850.9,3,3,3,333,9,Potential Loyalists
C009400,110,8,23846.82,2,3,4,234,9,Potential Loyalists
C009401,73,12,27091.04,3,5,5,355,13,Champions
C009402,135,5,8285.85,2,1,1,211,4,Lost Customers
C009403,33,10,34088.4,4,4,5,445,13,Champions
C009404,99,11,38680.05,2,5,5,255,12,Loyal Customers
C009405,282,6,27590.89,1,2,5,125,8,Potential Loyalists
C009406,188,8,34245.08,1,3,5,135,9,Potential Loyalists
C009407,11,7,8469.69,5,2,1,521,8,Potential Loyalists
C009408,93,7,22907.73,2,2,4,224,8,Potential Loyalists
C009409,61,17,59650.009999999995,3,5,5,355,13,Champions
C009410,40,8,22281.600000000002,4,3,4,434,11,Loyal Customers
C009411,5,12,21098.56,5,5,4,554,14,Champions
C009412,49,8,12610.02,3,3,2,332,8,Potential Loyalists
C009413,81,9,11105.34,2,4,2,242,8,Potential Loyalists
C009414,58,11,10225.5,3,5,2,352,10,Loyal Customers
C009415,8,6,7120.17,5,2,1,521,8,Potential Loyalists
C009416,163,10,16703.73,1,4,3,143,8,Potential Loyalists
C009417,301,5,3838.11,1,1,1,111,3,Lost Customers
C009418,8,14,28171.0,5,5,5,555,15,Champions
C009419,12,4,2134.16,5,1,1,511,7,Potential Loyalists
C009420,3,8,17605.62,5,3,4,534,12,Loyal Customers
C009421,10,10,17546.829999999998,5,4,4,544,13,Champions
C009422,161,12,12155.36,1,5,2,152,8,Potential Loyalists
C009423,11,14,23482.36,5,5,4,554,14,Champions
C009424,266,5,11887.93,1,1,2,112,4,Lost Customers
C009425,14,13,16245.08,5,5,3,553,13,Champions
C009426,235,6,17042.54,1,2,3,123,6,At Risk
C009427,128,7,13231.94,2,2,3,223,7,Potential Loyalists
C009428,16,12,21520.81,5,5,4,554,14,Champions
C009429,14,10,15973.380000000001,5,4,3,543,12,Loyal Customers
C009430,74,10,11488.460000000001,3,4,2,342,9,Potential Loyalists
C009431,108,11,23809.8,2,5,4,254,11,Loyal Customers
C009432,16,6,9309.22,5,2,2,522,9,Potential Loyalists
C009433,36,8,13732.96,4,3,3,433,10,Loyal Customers
C009434,94,8,15080.44,2,3,3,233,8,Potential Loyalists
C009435,1,17,34670.7,5,5,5,555,15,Champions
C009436,26,6,13114.43,4,2,3,423,9,Potential Loyalists
C009437,82,7,9669.01,2,2,2,222,6,At Risk
C009438,99,10,21864.65,2,4,4,244,10,Loyal Customers
C009439,235,7,9560.65,1,2,2,122,5,At Risk
C009440,6,5,13139.130000000001,5,1,3,513,9,Potential Loyalists
C009441,142,7,8565.539999999999,1,2,1,121,4,Lost Customers
C009442,4,9,18148.3,5,4,4,544,13,Champions
C009443,41,10,18991.27,4,4,4,444,12,Loyal Customers
C009444,9,9,8475.01,5,4,1,541,10,Loyal Customers
C009445,13,11,16673.57,5,5,3,553,13,Champions
C009446,18,10,19693.59,5,4,4,544,13,Champions
C009447,26,7,6922.09,4,2,1,421,7,Potential Loyalists
C009448,182,13,29434.34,1,5,5,155,11,Loyal Customers
C009449,37,17,27628.3,4,5,5,455,14,Champions
C009450,19,9,12921.43,5,4,3,543,12,Loyal Customers
C009451,49,6,10405.35,3,2,2,322,7,Potential Loyalists
C009452,150,5,12376.26,1,1,2,112,4,Lost Customers
C009453,10,6,10618.68,5,2,2,522,9,Potential Loyalists
C009454,38,6,16324.75,4,2,3,423,9,Potential Loyalists
C009455,174,9,16350.25,1,4,3,143,8,Potential Loyalists
C009456,70,11,22561.670000000002,3,5,4,354,12,Loyal Customers
C009457,36,13,11111.53,4,5,2,452,11,Loyal Customers
C009458,164,6,17333.82,1,2,3,123,6,At Risk
C009459,116,9,24408.54,2,4,5,245,11,Loyal Customers
C009460,102,9,17372.66,2,4,3,243,9,Potential Loyalists
C009461,26,6,15261.869999999999,4,2,3,423,9,Potential Loyalists
C009462,49,10,12332.9,3,4,2,342,9,Potential Loyalists
C009463,99,7,4125.7,2,2,1,221,5,At Risk
C009464,44,9,16086.65,4,4,3,443,11,Loyal Customers
C009465,25,8,22671.88,4,3,4,434,11,Loyal Customers
C009466,198,5,8543.630000000001,1,1,1,111,3,Lost Customers
C009467,249,10,17258.97,1,4,3,143,8,Potential Loyalists
C009468,51,10,22714.12,3,4,4,344,11,Loyal Customers
C009469,39,13,19338.05,4,5,4,454,13,Champions
C009470,12,14,27833.43,5,5,5,555,15,Champions
C009471,35,10,21691.05,4,4,4,444,12,Loyal Customers
C009472,24,11,15201.28,4,5,3,453,12,Loyal Customers
C009473,98,8,11006.19,2,3,2,232,7,Potential Loyalists
C009474,63,10,13905.43,3,4,3,343,10,Loyal Customers
C009475,40,10,12831.5,4,4,3,443,11,Loyal Customers
C009476,34,9,18943.22,4,4,4,444,12,Loyal Customers
C009477,64,10,20688.67,3,4,4,344,11,Loyal Customers
C009478,15,8,17756.95,5,3,4,534,12,Loyal Customers
C009479,91,13,12807.35,2,5,3,253,10,Loyal Customers
C009480,160,8,14652.630000000001,1,3,3,133,7,Potential Loyalists
C009481,26,12,18177.79,4,5,4,454,13,Champions
C009482,16,8,25040.52,5,3,5,535,13,Champions
C009483,30,8,14109.029999999999,4,3,3,433,10,Loyal Customers
C009484,109,9,19492.5,2,4,4,244,10,Loyal Customers
C009485,25,10,21054.5,4,4,4,444,12,Loyal Customers
C009486,29,7,11987.37,4,2,2,422,8,Potential Loyalists
C009487,48,10,15305.52,3,4,3,343,10,Loyal Customers
C009488,2,6,17713.260000000002,5,2,4,524,11,Loyal Customers
C009489,117,11,26771.65,2,5,5,255,12,Loyal Customers
C009490,42,4,4070.26,4,1,1,411,6,Recent Customers
C009491,30,6,16448.77,4,2,3,423,9,Potential Loyalists
C009492,59,4,5547.54,3,1,1,311,5,Recent Customers
C009493,4,11,8376.24,5,5,1,551,11,Loyal Customers
C009494,64,11,12492.44,3,5,2,352,10,Loyal Customers
C009495,35,11,26000.0,4,5,5,455,14,Champions
C009496,42,11,9942.6,4,5,2,452,11,Loyal Customers
C009497,48,7,17454.96,3,2,4,324,9,Potential Loyalists
C009498,49,10,26971.579999999998,3,4,5,345,12,Loyal Customers
C009499,76,14,34678.409999999996,3,5,5,355,13,Champions
C009500,62,11,42550.69,3,5,5,355,13,Champions
C009501,15,6,12141.220000000001,5,2,2,522,9,Potential Loyalists
C009502,172,8,12197.8,1,3,2,132,6,At Risk
C009503,288,5,16000.400000000001,1,1,3,113,5,At Risk
C009504,67,10,31394.94,3,4,5,345,12,Loyal Customers
C009505,30,11,34174.62,4,5,5,455,14,Champions
C009506,13,8,10654.93,5,3,2,532,10,Loyal Customers
C009507,4,5,11567.08,5,1,2,512,8,Potential Loyalists
C009508,159,10,21619.0,1,4,4,144,9,Potential Loyalists
C009509,23,9,16817.62,4,4,3,443,11,Loyal Customers
C009510,3,13,21183.03,5,5,4,554,14,Champions
C009511,57,5,5063.32,3,1,1,311,5,Recent Customers
C009512,121,8,15267.52,2,3,3,233,8,Potential Loyalists
C009513,132,11,11902.47,2,5,2,252,9,Potential Loyalists
C009514,26,8,14194.17,4,3,3,433,10,Loyal Customers
C009515,111,5,5150.030000000001,2,1,1,211,4,Lost Customers
C009516,21,3,5795.58,5,1,1,511,7,Potential Loyalists
C009517,17,10,14694.88,5,4,3,543,12,Loyal Customers
C009518,38,8,10024.19,4,3,2,432,9,Potential Loyalists
C009519,635,1,2372.68,1,1,1,111,3,Lost Customers
C009520,409,7,11819.810000000001,1,2,2,122,5,At Risk
C009521,21,12,11894.8,5,5,2,552,12,Loyal Customers
C009522,95,12,32351.8,2,5,5,255,12,Loyal Customers
C009523,132,8,13307.04,2,3,3,233,8,Potential Loyalists
C009524,73,11,25196.37,3,5,5,355,13,Champions
C009525,155,4,11005.7,1,1,2,112,4,Lost Customers
C009526,8,13,24941.79,5,5,5,555,15,Champions
C009527,149,9,30632.57,1,4,5,145,10,Loyal Customers
C009528,32,13,29395.67,4,5,5,455,14,Champions
C009529,175,7,11911.55,1,2,2,122,5,At Risk
C009530,22,5,3592.28,4,1,1,411,6,Recent Customers
C009531,50,11,10537.95,3,5,2,352,10,Loyal Customers
C009532,61,9,13125.34,3,4,3,343,10,Loyal Customers
C009533,29,5,12597.82,4,1,2,412,7,Potential Loyalists
C009534,52,7,7732.7699999999995,3,2,1,321,6,Recent Customers
C009535,18,7,33149.74,5,2,5,525,12,Loyal Customers
C009536,1,8,10560.57,5,3,2,532,10,Loyal Customers
C009537,18,7,15342.619999999999,5,2,3,523,10,Loyal Customers
C009538,56,7,8843.07,3,2,2,322,7,Potential Loyalists
C009539,11,13,22273.8,5,5,4,554,14,Champions
C009540,26,10,34323.24,4,4,5,445,13,Champions
C009541,90,11,18535.55,2,5,4,254,11,Loyal Customers
C009542,129,3,3294.95,2,1,1,211,4,Lost Customers
C009543,44,5,14265.33,4,1,3,413,8,Potential Loyalists
C009544,142,5,5535.91,1,1,1,111,3,Lost Customers
C009545,32,5,18972.59,4,1,4,414,9,Potential Loyalists
