CustomerID,TotalRevenue,TotalPurchases,FirstPurchase,LastPurchase,CustomerTenure,AvgOrderValue,RFM_Segment
C010968,19501.34,5,2023-03-04,2024-06-26,480,3900.268,At Risk
C010969,7137.610000000001,8,2023-02-10,2024-11-30,659,892.2012500000001,Potential Loyalists
C010970,14028.05,6,2023-06-26,2024-12-01,524,2338.008333333333,Potential Loyalists
C010971,4770.21,4,2023-06-07,2024-09-08,459,1192.5525,Lost Customers
C010972,9318.86,3,2023-05-16,2024-02-21,281,3106.286666666667,Lost Customers
C010973,22323.97,12,2023-01-24,2024-12-08,684,1860.3308333333334,Champions
C010974,25460.22,9,2023-08-16,2024-11-12,454,2828.9133333333334,Loyal Customers
C010975,5518.63,7,2023-01-10,2024-09-04,603,788.3757142857143,At Risk
C010976,17135.72,9,2023-01-19,2024-03-22,428,1903.968888888889,Potential Loyalists
C010977,18924.09,10,2023-06-09,2024-08-26,444,1892.409,Loyal Customers
C010978,19814.7,12,2023-03-09,2024-12-14,646,1651.2250000000001,Champions
C010979,16301.529999999999,7,2023-02-15,2024-11-18,642,2328.79,Potential Loyalists
C010980,24310.620000000003,10,2023-01-28,2024-08-31,581,2431.0620000000004,Loyal Customers
C010981,5783.509999999999,6,2023-02-09,2024-08-31,569,963.9183333333332,At Risk
C010982,6742.47,8,2023-04-13,2024-07-31,475,842.80875,At Risk
C010983,7985.32,6,2023-07-22,2024-03-22,244,1330.8866666666665,Lost Customers
C010984,24332.870000000003,7,2023-03-06,2024-07-11,493,3476.124285714286,Potential Loyalists
C010985,26158.35,11,2023-06-30,2024-12-15,534,2378.031818181818,Champions
C010986,6714.93,6,2023-01-05,2024-12-03,698,1119.155,Potential Loyalists
C010987,36839.69,9,2023-01-10,2024-11-22,682,4093.298888888889,Champions
C010988,47940.59,18,2023-02-06,2024-10-26,628,2663.366111111111,Champions
C010989,9394.07,8,2023-01-18,2024-09-14,605,1174.25875,Potential Loyalists
C010990,6806.51,9,2023-03-17,2024-12-10,634,756.2788888888889,Potential Loyalists
C010991,15255.97,7,2023-02-20,2024-04-22,427,2179.424285714286,At Risk
C010992,24027.44,10,2023-02-27,2024-12-06,648,2402.7439999999997,Loyal Customers
C010993,20841.91,9,2023-01-03,2024-12-11,708,2315.7677777777776,Champions
C010994,11728.74,9,2023-03-17,2024-11-04,598,1303.1933333333334,Potential Loyalists
C010995,11439.220000000001,12,2023-02-18,2024-11-25,646,953.2683333333334,Loyal Customers
C010996,11637.61,8,2023-10-13,2024-12-15,429,1454.70125,Loyal Customers
C010997,26022.75,11,2023-03-06,2024-12-03,638,2365.7045454545455,Champions
C010998,8794.85,3,2023-12-30,2024-04-12,104,2931.616666666667,Lost Customers
C010999,46702.98,12,2023-01-02,2024-07-10,555,3891.9150000000004,Loyal Customers
C011000,17165.640000000003,5,2023-03-16,2024-04-22,403,3433.1280000000006,At Risk
C011001,27201.08,13,2023-05-10,2024-09-11,490,2092.3907692307694,Loyal Customers
C011002,6651.89,7,2023-03-10,2024-12-07,638,950.2700000000001,Potential Loyalists
C011003,10804.55,6,2023-02-26,2024-12-06,649,1800.7583333333332,Potential Loyalists
C011004,13491.09,7,2023-04-24,2024-09-22,517,1927.2985714285714,Potential Loyalists
C011005,29508.77,10,2023-10-22,2024-11-12,387,2950.877,Loyal Customers
C011006,10738.07,7,2024-02-08,2024-09-18,223,1534.01,At Risk
C011007,4969.17,5,2023-04-05,2024-12-20,625,993.8340000000001,Potential Loyalists
C011008,8652.06,7,2023-05-29,2024-11-02,523,1236.0085714285713,Recent Customers
C011009,11561.8,5,2023-09-07,2024-12-20,470,2312.3599999999997,Potential Loyalists
C011010,27377.190000000002,8,2023-05-05,2024-11-06,551,3422.1487500000003,Loyal Customers
C011011,8864.93,8,2023-06-22,2024-12-22,549,1108.11625,Loyal Customers
C011012,17147.11,11,2023-02-24,2024-10-26,610,1558.828181818182,Loyal Customers
C011013,6844.11,9,2023-05-24,2024-12-16,572,760.4566666666666,Loyal Customers
C011014,13499.68,9,2023-01-03,2024-12-17,714,1499.9644444444446,Loyal Customers
C011015,13980.73,11,2023-01-05,2024-10-10,644,1270.9754545454546,Loyal Customers
C011016,16028.369999999999,5,2023-03-26,2024-07-30,492,3205.674,At Risk
C011017,2884.2,2,2023-11-22,2024-01-06,45,1442.1,Lost Customers
C011018,8885.630000000001,7,2023-01-20,2024-04-28,464,1269.3757142857144,At Risk
C011019,20315.89,16,2023-02-12,2024-11-21,648,1269.743125,Champions
C011020,12485.150000000001,8,2023-01-21,2024-10-10,628,1560.6437500000002,Potential Loyalists
C011021,13101.73,11,2023-03-08,2024-02-27,356,1191.0663636363636,Potential Loyalists
C011022,17843.6,9,2023-03-01,2024-03-24,389,1982.622222222222,Potential Loyalists
C011023,5484.110000000001,7,2023-07-17,2024-12-09,511,783.4442857142858,Potential Loyalists
C011024,23613.170000000002,10,2023-02-15,2024-11-05,629,2361.317,Loyal Customers
C011025,9095.64,5,2023-03-28,2024-05-17,416,1819.128,Lost Customers
C011026,6029.5,4,2024-01-27,2024-10-26,273,1507.375,Recent Customers
C011027,42988.950000000004,10,2023-04-06,2024-11-06,580,4298.895,Loyal Customers
C011028,8809.89,3,2023-08-03,2024-10-17,441,2936.6299999999997,Recent Customers
C011029,13981.14,8,2023-09-19,2024-12-11,449,1747.6425,Loyal Customers
C011030,22183.93,8,2023-06-12,2024-08-06,421,2772.99125,Potential Loyalists
C011031,32558.56,12,2023-07-14,2024-12-21,526,2713.2133333333336,Champions
C011032,5426.97,6,2023-02-27,2024-09-22,573,904.495,At Risk
C011033,8085.849999999999,5,2023-08-30,2024-12-15,473,1617.1699999999998,Potential Loyalists
C011034,17436.09,7,2023-01-01,2024-10-16,654,2490.87,Potential Loyalists
C011035,36754.85,10,2023-01-07,2024-12-15,708,3675.4849999999997,Champions
C011036,21365.23,6,2023-03-16,2024-12-27,652,3560.8716666666664,Loyal Customers
C011037,34787.36,8,2023-01-15,2024-10-26,650,4348.42,Loyal Customers
C011038,35020.94,8,2023-02-08,2024-10-28,628,4377.6175,Loyal Customers
C011039,10116.27,9,2023-02-02,2024-10-07,613,1124.03,Potential Loyalists
C011040,23473.7,13,2023-01-12,2024-11-05,663,1805.6692307692308,Loyal Customers
C011041,18466.43,9,2023-03-03,2024-08-28,544,2051.8255555555556,Loyal Customers
C011042,6017.0,5,2023-01-18,2024-08-24,584,1203.4,Lost Customers
C011043,17834.03,12,2023-02-04,2024-11-20,655,1486.1691666666666,Champions
C011044,18605.2,9,2023-04-14,2024-10-08,543,2067.2444444444445,Loyal Customers
C011045,21230.82,11,2023-02-05,2024-11-30,664,1930.0745454545454,Champions
C011046,30308.66,9,2023-02-20,2024-12-10,659,3367.628888888889,Champions
C011047,27857.55,9,2023-01-15,2024-12-17,702,3095.2833333333333,Champions
C011048,31477.56,17,2023-04-25,2024-12-30,615,1851.6211764705884,Champions
C011049,10375.43,8,2023-02-20,2024-09-29,587,1296.92875,Potential Loyalists
C011050,20179.42,7,2023-08-21,2024-12-22,489,2882.7742857142853,Loyal Customers
C011051,12728.400000000001,3,2023-04-06,2024-08-28,510,4242.8,At Risk
C011052,4213.0199999999995,4,2023-08-16,2024-08-20,370,1053.2549999999999,Lost Customers
C011053,22752.4,6,2023-02-06,2024-12-17,680,3792.066666666667,Loyal Customers
C011054,21613.44,12,2023-01-31,2024-12-11,680,1801.12,Champions
C011055,7223.7300000000005,10,2023-04-23,2024-11-25,582,722.373,Potential Loyalists
C011056,26843.66,8,2023-03-22,2024-09-11,539,3355.4575,Loyal Customers
C011057,6514.76,6,2023-03-24,2024-12-01,618,1085.7933333333333,Potential Loyalists
C011058,8823.05,7,2023-02-05,2024-08-18,560,1260.435714285714,At Risk
C011059,23063.83,6,2023-02-24,2024-03-15,385,3843.971666666667,Potential Loyalists
C011060,21427.29,12,2023-01-25,2024-12-17,692,1785.6075,Champions
C011061,10563.93,6,2023-01-26,2024-05-20,480,1760.655,At Risk
C011062,4138.01,2,2023-05-12,2023-05-20,8,2069.005,Lost Customers
C011063,25377.88,8,2023-01-19,2024-10-11,631,3172.235,Loyal Customers
C011064,27797.66,8,2023-02-08,2024-09-06,576,3474.7075,Loyal Customers
C011065,3271.09,4,2023-03-26,2024-12-10,625,817.7725,Recent Customers
C011066,19788.04,9,2023-04-05,2024-06-21,443,2198.6711111111113,Potential Loyalists
C011067,13680.61,7,2023-04-19,2024-08-10,479,1954.3728571428571,At Risk
C011068,10944.99,13,2023-01-11,2024-10-15,643,841.9223076923076,Loyal Customers
C011069,6898.389999999999,6,2023-02-17,2024-11-02,624,1149.7316666666666,Recent Customers
C011070,25735.12,7,2023-04-23,2024-10-03,529,3676.445714285714,Potential Loyalists
C011071,16935.379999999997,7,2023-01-28,2024-07-09,528,2419.3399999999997,At Risk
C011072,8156.429999999999,8,2023-04-15,2024-11-08,573,1019.5537499999999,Potential Loyalists
C011073,11830.16,5,2023-03-03,2024-11-05,613,2366.032,Recent Customers
C011074,9690.06,7,2023-07-11,2024-12-30,538,1384.2942857142857,Potential Loyalists
C011075,14037.730000000001,9,2023-02-25,2024-06-30,491,1559.7477777777779,Potential Loyalists
C011076,7295.76,8,2023-03-22,2024-09-05,533,911.97,At Risk
C011077,26971.989999999998,9,2023-04-02,2024-09-27,544,2996.8877777777775,Loyal Customers
C011078,31186.58,10,2023-01-25,2024-12-20,695,3118.6580000000004,Champions
C011079,34456.090000000004,16,2023-02-13,2024-12-08,664,2153.5056250000002,Champions
C011080,15886.66,13,2023-07-16,2024-12-31,534,1222.0507692307692,Champions
C011081,21048.14,10,2023-01-03,2024-12-03,700,2104.814,Loyal Customers
C011082,22443.87,12,2023-04-26,2024-12-18,602,1870.3225,Champions
C011083,9474.380000000001,7,2023-03-31,2024-12-19,629,1353.4828571428573,Potential Loyalists
C011084,13378.85,9,2023-06-22,2024-12-28,555,1486.538888888889,Loyal Customers
C011085,12841.509999999998,7,2023-04-23,2024-10-29,555,1834.5014285714283,Potential Loyalists
C011086,12769.25,8,2023-01-03,2024-12-11,708,1596.15625,Loyal Customers
C011087,27678.24,15,2023-01-30,2024-12-07,677,1845.2160000000001,Champions
C011088,48957.07,16,2023-01-15,2024-07-21,553,3059.816875,Loyal Customers
C011089,29370.25,10,2023-01-28,2024-12-14,686,2937.025,Champions
C011090,8370.02,5,2023-10-21,2024-11-13,389,1674.0040000000001,Recent Customers
C011091,25424.58,12,2023-03-12,2024-12-21,650,2118.715,Champions
C011092,9856.460000000001,6,2023-04-10,2024-12-09,609,1642.7433333333336,Potential Loyalists
C011093,23065.02,13,2023-01-16,2024-11-19,673,1774.2323076923078,Champions
C011094,11099.73,8,2023-06-20,2024-12-01,530,1387.46625,Potential Loyalists
C011095,11991.570000000002,5,2023-01-01,2024-02-11,406,2398.3140000000003,Lost Customers
C011096,19173.39,12,2023-03-24,2024-11-30,617,1597.7825,Champions
C011097,24334.63,10,2023-01-23,2024-12-19,696,2433.463,Champions
C011098,64836.53,13,2023-01-25,2024-12-01,676,4987.425384615384,Champions
C011099,10382.220000000001,6,2023-04-04,2024-12-02,608,1730.3700000000001,Potential Loyalists
C011100,4656.18,7,2023-04-04,2024-11-30,606,665.1685714285715,Potential Loyalists
C011101,16464.31,9,2023-07-11,2024-11-27,505,1829.367777777778,Loyal Customers
C011102,8985.77,10,2023-03-16,2024-10-12,576,898.577,Potential Loyalists
C011103,23157.15,8,2023-04-08,2024-10-13,554,2894.64375,Loyal Customers
C011104,38312.08,10,2023-01-12,2024-12-12,700,3831.208,Champions
C011105,36031.16,14,2023-01-20,2024-11-04,654,2573.654285714286,Champions
C011106,34282.23,10,2023-03-13,2024-11-12,610,3428.2230000000004,Loyal Customers
C011107,18571.899999999998,7,2023-08-30,2024-09-10,377,2653.128571428571,Potential Loyalists
C011108,21931.74,8,2023-03-17,2024-10-05,568,2741.4675,Potential Loyalists
C011109,14814.57,8,2023-06-01,2024-11-06,524,1851.82125,Potential Loyalists
C011110,6878.74,4,2023-11-13,2024-08-02,263,1719.685,Lost Customers
C011111,33525.770000000004,11,2023-01-23,2024-04-24,457,3047.797272727273,Loyal Customers
C011112,17329.14,6,2023-04-08,2024-05-21,409,2888.19,At Risk
C011113,33158.8,13,2023-03-17,2024-11-01,595,2550.6769230769232,Champions
C011114,18007.38,9,2023-02-24,2024-08-08,531,2000.8200000000002,Potential Loyalists
C011115,10496.24,5,2023-06-06,2024-09-10,462,2099.248,At Risk
C011116,15454.86,12,2023-01-07,2024-11-25,688,1287.905,Loyal Customers
C011117,19361.62,9,2023-03-11,2024-11-24,624,2151.291111111111,Loyal Customers
C011118,17606.6,10,2023-07-31,2024-11-26,484,1760.6599999999999,Loyal Customers
C011119,13242.38,8,2023-08-14,2024-12-26,500,1655.2975,Loyal Customers
C011120,20074.06,9,2023-04-28,2024-12-22,604,2230.4511111111115,Champions
C011121,6799.01,3,2024-09-25,2024-12-12,78,2266.3366666666666,Potential Loyalists
C011122,11315.89,9,2023-01-10,2024-09-16,615,1257.3211111111111,Potential Loyalists
C011123,14695.51,11,2023-02-03,2024-10-22,627,1335.9554545454546,Loyal Customers
C011124,25811.66,7,2023-05-02,2024-12-12,590,3687.38,Loyal Customers
C011125,24515.41,13,2023-04-02,2024-11-02,580,1885.8007692307692,Champions
C011126,7119.84,5,2023-03-18,2024-08-16,517,1423.968,Lost Customers
C011127,27584.95,11,2023-07-23,2024-09-03,408,2507.7227272727273,Loyal Customers
C011128,21140.690000000002,8,2023-02-03,2024-12-29,695,2642.5862500000003,Loyal Customers
C011129,5886.3,7,2023-01-18,2024-06-15,514,840.9,Lost Customers
C011130,18502.19,10,2023-04-27,2024-10-16,538,1850.2189999999998,Loyal Customers
C011131,9507.25,8,2023-02-09,2024-10-14,613,1188.40625,Potential Loyalists
C011132,10210.82,9,2023-04-06,2024-07-18,469,1134.5355555555554,Potential Loyalists
C011133,28683.010000000002,12,2023-01-16,2024-10-26,649,2390.2508333333335,Champions
C011134,15171.23,8,2023-01-13,2024-12-23,710,1896.40375,Loyal Customers
C011135,9106.35,6,2023-01-24,2024-12-14,690,1517.7250000000001,Potential Loyalists
C011136,27035.63,12,2023-05-10,2024-12-22,592,2252.9691666666668,Champions
C011137,17315.52,10,2023-09-04,2024-12-25,478,1731.5520000000001,Loyal Customers
C011138,34207.36,8,2023-04-06,2024-12-07,611,4275.92,Loyal Customers
C011139,9606.179999999998,6,2023-02-25,2024-11-29,643,1601.0299999999997,Potential Loyalists
C011140,8764.05,7,2023-01-21,2024-08-16,573,1252.0071428571428,At Risk
C011141,34374.88,10,2023-04-22,2024-12-19,607,3437.488,Champions
C011142,19362.04,11,2023-01-02,2024-11-13,681,1760.1854545454546,Loyal Customers
C011143,7296.95,6,2023-01-03,2024-07-28,572,1216.1583333333333,Lost Customers
C011144,16658.75,5,2023-02-15,2024-04-06,416,3331.75,At Risk
C011145,12810.17,12,2023-01-20,2024-10-21,640,1067.5141666666666,Loyal Customers
C011146,8710.29,4,2024-01-20,2024-07-21,183,2177.5725,Lost Customers
C011147,13685.0,7,2023-04-11,2023-12-11,244,1955.0,At Risk
C011148,16157.94,8,2023-04-08,2024-11-21,593,2019.7425,Loyal Customers
C011149,5834.57,6,2023-08-09,2024-09-11,399,972.4283333333333,At Risk
C011150,20352.91,8,2023-04-05,2024-07-25,477,2544.11375,Potential Loyalists
C011151,6132.4400000000005,8,2023-03-08,2024-11-23,626,766.5550000000001,Potential Loyalists
C011152,22169.3,12,2023-01-27,2024-11-20,663,1847.4416666666666,Champions
C011153,8551.81,6,2023-02-06,2024-08-17,558,1425.3016666666665,At Risk
C011154,14751.24,5,2023-03-10,2024-03-18,374,2950.248,At Risk
C011155,18879.68,13,2023-05-10,2024-12-11,581,1452.283076923077,Champions
C011156,2703.06,3,2023-02-01,2024-12-11,679,901.02,Potential Loyalists
C011157,17064.489999999998,14,2023-01-21,2024-12-12,691,1218.8921428571427,Champions
C011158,16298.96,11,2023-03-08,2024-09-08,550,1481.7236363636364,Loyal Customers
C011159,12220.57,11,2023-01-03,2024-11-04,671,1110.9609090909091,Loyal Customers
C011160,11244.9,12,2023-01-18,2024-08-17,577,937.0749999999999,Potential Loyalists
C011161,19338.04,7,2023-02-02,2024-07-27,541,2762.577142857143,Potential Loyalists
C011162,6630.900000000001,5,2023-07-10,2024-12-14,523,1326.18,Potential Loyalists
C011163,20382.260000000002,10,2023-06-06,2024-12-18,561,2038.226,Champions
C011164,7112.49,7,2023-01-05,2024-12-05,700,1016.0699999999999,Potential Loyalists
C011165,5099.43,5,2023-05-14,2024-12-22,588,1019.8860000000001,Potential Loyalists
C011166,5826.53,6,2023-01-23,2024-12-03,680,971.0883333333333,Potential Loyalists
C011167,11705.22,11,2023-03-22,2024-10-11,569,1064.110909090909,Potential Loyalists
C011168,7189.22,6,2023-03-06,2024-10-23,597,1198.2033333333334,Recent Customers
C011169,10400.85,9,2023-01-06,2024-09-21,624,1155.65,Potential Loyalists
C011170,26518.579999999998,12,2023-03-02,2024-12-29,668,2209.8816666666667,Champions
C011171,10150.119999999999,6,2023-03-13,2024-12-05,633,1691.6866666666665,Potential Loyalists
C011172,7192.139999999999,6,2023-05-30,2024-12-25,575,1198.6899999999998,Potential Loyalists
C011173,8670.52,9,2023-02-15,2024-11-30,654,963.3911111111112,Potential Loyalists
C011174,10107.12,9,2023-06-12,2024-10-25,501,1123.0133333333333,Potential Loyalists
C011175,20402.36,9,2023-01-19,2024-10-23,643,2266.928888888889,Loyal Customers
C011176,16649.739999999998,9,2023-04-02,2024-11-26,604,1849.971111111111,Loyal Customers
C011177,26259.739999999998,9,2023-01-04,2024-12-03,699,2917.748888888889,Champions
C011178,13705.08,8,2023-03-22,2024-11-26,615,1713.135,Loyal Customers
C011179,13279.92,7,2023-05-23,2024-07-22,426,1897.1314285714286,At Risk
C011180,15110.49,12,2023-05-03,2024-12-27,604,1259.2075,Champions
C011181,7618.84,5,2023-03-28,2024-11-08,591,1523.768,Recent Customers
C011182,16811.47,9,2023-03-01,2024-12-19,659,1867.9411111111112,Loyal Customers
C011183,25091.27,10,2023-07-23,2024-11-20,486,2509.127,Champions
C011184,20303.53,10,2023-01-28,2024-08-29,579,2030.3529999999998,Loyal Customers
C011185,15849.01,10,2023-02-13,2024-11-10,636,1584.901,Loyal Customers
C011186,22851.13,7,2023-07-16,2024-11-06,479,3264.447142857143,Potential Loyalists
C011187,26620.97,7,2023-01-01,2024-07-13,559,3802.9957142857143,Potential Loyalists
C011188,18607.64,9,2023-07-29,2024-10-14,443,2067.5155555555557,Loyal Customers
C011189,6058.33,7,2023-05-01,2024-08-23,480,865.4757142857143,At Risk
C011190,35551.0,10,2023-04-09,2024-10-14,554,3555.1,Loyal Customers
C011191,24271.46,9,2023-03-18,2024-04-10,389,2696.8288888888887,Loyal Customers
C011192,21884.81,11,2023-01-12,2024-08-08,574,1989.528181818182,Loyal Customers
C011193,23633.899999999998,6,2023-01-09,2024-05-03,480,3938.983333333333,Potential Loyalists
C011194,15818.369999999999,6,2023-01-27,2024-11-23,666,2636.395,Potential Loyalists
C011195,14115.6,12,2023-01-24,2024-12-15,691,1176.3,Champions
C011196,7251.49,4,2023-10-09,2024-10-04,361,1812.8725,Lost Customers
C011197,13196.76,7,2023-01-15,2024-12-31,716,1885.2514285714285,Loyal Customers
C011198,30202.65,9,2023-02-26,2024-10-15,597,3355.8500000000004,Loyal Customers
C011199,6994.110000000001,5,2023-11-13,2024-12-26,409,1398.8220000000001,Potential Loyalists
C011200,14434.43,8,2023-04-06,2024-12-17,621,1804.30375,Loyal Customers
C011201,13610.1,9,2023-02-09,2024-06-20,497,1512.2333333333333,Potential Loyalists
C011202,26351.370000000003,10,2023-03-30,2024-12-18,629,2635.137,Champions
C011203,22272.12,8,2023-04-22,2024-10-11,538,2784.015,Potential Loyalists
C011204,13591.470000000001,4,2023-03-28,2024-04-21,390,3397.8675000000003,At Risk
C011205,13193.35,9,2023-02-01,2024-10-14,621,1465.927777777778,Loyal Customers
C011206,13594.36,13,2023-01-26,2024-12-17,691,1045.72,Champions
C011207,11502.36,8,2023-02-18,2024-12-13,664,1437.795,Loyal Customers
C011208,23572.88,9,2023-02-07,2024-12-18,680,2619.208888888889,Champions
C011209,14731.49,12,2023-05-06,2024-10-19,532,1227.6241666666667,Loyal Customers
C011210,7205.76,5,2023-05-18,2024-04-29,347,1441.152,Lost Customers
C011211,23882.82,10,2023-01-21,2024-12-07,686,2388.282,Loyal Customers
C011212,18505.37,11,2023-02-23,2024-07-17,510,1682.3063636363636,Loyal Customers
C011213,15914.88,9,2023-01-17,2024-10-23,645,1768.32,Loyal Customers
C011214,7982.75,6,2023-01-28,2024-05-29,487,1330.4583333333333,Lost Customers
C011215,8627.6,4,2023-03-04,2024-11-07,614,2156.9,Recent Customers
C011216,18273.18,12,2023-01-13,2024-08-27,592,1522.765,Loyal Customers
C011217,11472.86,8,2023-01-02,2024-09-04,611,1434.1075,Potential Loyalists
C011218,12374.380000000001,8,2023-01-22,2024-09-05,592,1546.7975000000001,Potential Loyalists
C011219,18115.39,10,2023-01-01,2024-08-20,597,1811.539,Loyal Customers
C011220,32810.58,8,2023-01-24,2024-11-03,649,4101.3225,Loyal Customers
C011221,18183.85,5,2023-05-03,2024-09-25,511,3636.7699999999995,Potential Loyalists
C011222,8810.02,5,2023-02-26,2024-11-23,636,1762.0040000000001,Potential Loyalists
C011223,13231.76,10,2023-10-12,2024-12-07,422,1323.176,Loyal Customers
C011224,33611.71,7,2023-01-19,2024-12-29,710,4801.672857142857,Loyal Customers
C011225,15017.65,7,2023-04-25,2024-09-04,498,2145.3785714285714,Potential Loyalists
C011226,8806.460000000001,4,2023-04-03,2024-12-28,635,2201.6150000000002,Potential Loyalists
C011227,24027.59,9,2023-01-01,2024-12-06,705,2669.7322222222224,Loyal Customers
C011228,37011.3,12,2023-01-05,2024-12-25,720,3084.275,Champions
C011229,44875.63,13,2023-02-06,2024-12-24,687,3451.9715384615383,Champions
C011230,18327.07,8,2023-02-10,2024-09-03,571,2290.88375,Potential Loyalists
C011231,7204.07,7,2023-08-22,2024-12-09,475,1029.152857142857,Potential Loyalists
C011232,46162.11,12,2023-01-30,2024-11-16,656,3846.8425,Champions
C011233,17749.57,6,2023-08-20,2024-10-13,420,2958.2616666666668,Potential Loyalists
C011234,10948.19,6,2023-07-10,2024-11-16,495,1824.6983333333335,Potential Loyalists
C011235,10970.34,11,2023-01-24,2024-12-19,695,997.3036363636364,Loyal Customers
C011236,14510.11,8,2023-01-28,2024-07-01,520,1813.76375,Potential Loyalists
C011237,40658.32,12,2023-02-11,2024-12-24,682,3388.193333333333,Champions
C011238,41634.91,13,2023-01-04,2024-10-06,641,3202.685384615385,Loyal Customers
C011239,8196.64,8,2023-01-30,2024-11-28,668,1024.58,Potential Loyalists
C011240,20672.77,9,2023-01-08,2024-10-08,639,2296.9744444444445,Loyal Customers
C011241,24527.32,11,2023-01-10,2024-12-09,699,2229.7563636363634,Champions
C011242,23732.53,12,2023-01-02,2024-09-02,609,1977.7108333333333,Loyal Customers
C011243,20113.16,10,2023-01-26,2024-06-04,495,2011.316,Potential Loyalists
C011244,26617.07,10,2023-02-06,2024-09-04,576,2661.707,Loyal Customers
C011245,12962.619999999999,5,2023-05-31,2024-05-15,350,2592.524,At Risk
C011246,26001.68,8,2023-05-11,2024-06-04,390,3250.21,Potential Loyalists
C011247,11026.2,6,2023-02-04,2024-10-25,629,1837.7,Potential Loyalists
C011248,26675.38,7,2023-05-20,2024-09-06,475,3810.7685714285717,Potential Loyalists
C011249,7210.610000000001,3,2023-02-17,2023-11-05,261,2403.536666666667,Lost Customers
C011250,13510.0,6,2023-03-06,2023-12-04,273,2251.6666666666665,At Risk
C011251,14374.080000000002,8,2023-01-19,2024-12-07,688,1796.7600000000002,Loyal Customers
C011252,21171.96,13,2023-03-25,2024-10-19,574,1628.6123076923077,Loyal Customers
C011253,2162.33,2,2023-04-07,2024-04-14,373,1081.165,Lost Customers
C011254,17519.5,11,2023-01-31,2024-07-05,521,1592.6818181818182,Loyal Customers
C011255,35933.25,10,2023-04-19,2024-12-02,593,3593.325,Champions
C011256,4828.8,6,2023-02-01,2024-11-18,656,804.8000000000001,Potential Loyalists
C011257,12031.84,7,2023-01-11,2024-07-24,560,1718.8342857142857,At Risk
C011258,18698.15,10,2023-03-20,2024-12-06,627,1869.815,Loyal Customers
C011259,10943.33,5,2023-05-17,2024-12-03,566,2188.666,Potential Loyalists
C011260,17898.38,5,2023-02-26,2024-11-26,639,3579.6760000000004,Potential Loyalists
C011261,5311.16,5,2023-09-16,2024-10-06,386,1062.232,Lost Customers
C011262,13206.31,7,2024-01-24,2024-12-27,338,1886.6157142857141,Loyal Customers
C011263,15408.420000000002,9,2023-01-04,2024-12-14,710,1712.0466666666669,Loyal Customers
C011264,18294.579999999998,9,2023-01-16,2024-11-28,682,2032.731111111111,Loyal Customers
C011265,21623.329999999998,7,2023-06-23,2024-10-21,486,3089.0471428571427,Potential Loyalists
C011266,21778.9,11,2023-01-27,2024-12-29,702,1979.9,Champions
C011267,14330.04,5,2023-11-06,2024-09-18,317,2866.0080000000003,At Risk
C011268,12392.23,7,2023-02-05,2024-11-25,659,1770.3185714285714,Potential Loyalists
C011269,24729.47,10,2023-05-07,2024-12-13,586,2472.947,Champions
C011270,19234.31,5,2023-11-18,2024-12-29,407,3846.862,Loyal Customers
C011271,18683.53,10,2023-04-05,2024-09-24,538,1868.3529999999998,Loyal Customers
C011272,10720.0,6,2023-03-21,2024-12-27,647,1786.6666666666667,Potential Loyalists
C011273,30895.239999999998,15,2023-01-22,2024-11-24,672,2059.6826666666666,Champions
C011274,18360.38,10,2023-05-09,2024-12-03,574,1836.038,Loyal Customers
C011275,44405.85,12,2023-03-30,2024-12-04,615,3700.4874999999997,Champions
C011276,28703.16,8,2023-01-02,2024-11-04,672,3587.895,Loyal Customers
C011277,15272.83,4,2023-02-15,2024-03-05,384,3818.2075,At Risk
C011278,6864.73,7,2023-01-12,2024-09-27,624,980.6757142857142,At Risk
C011279,17048.99,12,2023-01-14,2024-09-03,598,1420.7491666666667,Loyal Customers
C011280,10974.92,10,2023-01-21,2024-11-05,654,1097.492,Potential Loyalists
C011281,14510.91,6,2023-07-21,2024-11-17,485,2418.485,Potential Loyalists
C011282,20208.65,9,2023-01-10,2024-10-16,645,2245.4055555555556,Loyal Customers
C011283,20538.67,8,2023-05-22,2024-11-25,553,2567.33375,Loyal Customers
C011284,30337.370000000003,10,2023-02-02,2024-12-28,695,3033.737,Champions
C011285,5469.79,7,2023-04-23,2024-11-07,564,781.3985714285715,Recent Customers
C011286,28197.85,9,2023-02-21,2024-09-26,583,3133.0944444444444,Loyal Customers
C011287,22790.41,7,2023-01-22,2024-10-23,640,3255.772857142857,Loyal Customers
C011288,22895.04,12,2023-04-14,2024-07-29,472,1907.92,Loyal Customers
C011289,6681.12,5,2023-04-10,2024-12-02,602,1336.224,Recent Customers
C011290,15354.49,6,2023-01-28,2024-12-17,689,2559.0816666666665,Loyal Customers
C011291,10237.03,11,2023-01-22,2024-12-04,682,930.639090909091,Loyal Customers
C011292,10761.46,14,2023-03-05,2024-12-27,663,768.6757142857142,Loyal Customers
C011293,12935.09,6,2023-02-18,2024-10-28,618,2155.8483333333334,Potential Loyalists
C011294,10723.52,10,2023-07-04,2024-12-14,529,1072.352,Loyal Customers
C011295,26885.04,12,2023-04-01,2024-08-31,518,2240.42,Loyal Customers
C011296,9894.45,6,2023-03-07,2024-11-17,621,1649.075,Potential Loyalists
C011297,15290.14,9,2023-03-17,2024-09-12,545,1698.9044444444444,Potential Loyalists
C011298,14140.55,8,2023-03-19,2024-11-25,617,1767.56875,Loyal Customers
